Hospitals,Address,State,Type,Status,COUNTY,Beds,County
"BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL, LLC",5201 WHITE LANE,CA,PSYCHIATRIC,OPEN,KERN,90,Kern
SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BOULEVARD,CA,PSYCHIATRIC,OPEN,SACRAMENTO,73,Sacramento
REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,CA,GENERAL ACUTE CARE,OPEN,HUMBOLDT,35,Humboldt
GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,CA,GENERAL ACUTE CARE,OPEN,MONTEREY,94,Monterey
HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,70,Orange
MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,218,Orange
"EMANUEL MEDICAL CENTER, INC",825 DELBON AVENUE,CA,GENERAL ACUTE CARE,OPEN,STANISLAUS,209,Stanislaus
KAISER FND HOSP-MODESTO,4601 DALE RD,CA,GENERAL ACUTE CARE,OPEN,STANISLAUS,152,Stanislaus
PAGOSA MOUNTAIN HOSPITAL,95 SOUTH PAGOSA BOULEVARD,CO,CRITICAL ACCESS,OPEN,ARCHULETA,11,Archuleta
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,310 W MAIN ST,WI,CRITICAL ACCESS,OPEN,MONROE,25,Monroe
SHEPHERD CENTER,2020 PEACHTREE ROAD NW,GA,REHABILITATION,OPEN,FULTON,152,Fulton
SOUTHERN REGIONAL MEDICAL CENTER,11 UPPER RIVERDALE ROAD SW,GA,GENERAL ACUTE CARE,OPEN,CLAYTON,331,Clayton
PHOEBE PUTNEY MEMORIAL HOSPITAL - NORTH CAMPUS,2000 PALMYRA ROAD,GA,GENERAL ACUTE CARE,OPEN,DOUGHERTY,248,Dougherty
HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,GA,CRITICAL ACCESS,OPEN,HARALSON,25,Haralson
CHILDREN'S HOSPITAL,200 HENRY CLAY AVE,LA,CHILDREN,OPEN,ORLEANS,247,Orleans
LSU MEDICAL CENTER,2021 PERDIDO ST,LA,GENERAL ACUTE CARE,CLOSED,ORLEANS,-999,Orleans
ST. ELIZABETH HOSPITAL,1125 W HIGHWAY 30,LA,GENERAL ACUTE CARE,OPEN,ASCENSION,48,Ascension
WELLSTAR COBB HOSPITAL,3950 AUSTELL ROAD,GA,GENERAL ACUTE CARE,OPEN,COBB,372,Cobb
CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,CO,GENERAL ACUTE CARE,OPEN,ARAPAHOE,202,Arapahoe
SAN LUIS VALLEY REGIONAL MEDICAL CENTER,106 BLANCA AVE,CO,GENERAL ACUTE CARE,OPEN,ALAMOSA,44,Alamosa
CHRISTUS ST. FRANCES CABRINI HOSPITAL,3330 MASONIC DR,LA,GENERAL ACUTE CARE,OPEN,RAPIDES,281,Rapides
RIVERLAND MEDICAL CENTER,1700 EE WALLACE BLVD,LA,GENERAL ACUTE CARE,OPEN,CONCORDIA,25,Concordia
CHRISTUS COUSHATTA HEALTH CARE CENTER,1635 MARVEL ST,LA,GENERAL ACUTE CARE,OPEN,RED RIVER,25,Red River
ASCENSION OUR LADY OF VICTORY HSPTL,1120 PINE ST,WI,GENERAL ACUTE CARE,OPEN,CLARK,24,Clark
STOUGHTON HOSPITAL,900 RIDGE ST,WI,GENERAL ACUTE CARE,OPEN,DANE,35,Dane
SOUTHWEST HEALTH CARE GEROPSYCH UNIT,1185 NORTH ELM STREET,WI,PSYCHIATRIC,OPEN,GRANT,10,Grant
WILLIS-KNIGHTON SOUTH & CENTER FOR WOMEN'S HEALTH,2510 BERT KOUNS INDUSTRIAL LOOP,LA,GENERAL ACUTE CARE,OPEN,CADDO,85,Caddo
TOMAH MEM HSPTL,321 BUTTS AVE,WI,GENERAL ACUTE CARE,OPEN,MONROE,25,Monroe
THEDACARE REGIONAL MEDICAL CENTER APPLETON INC,1818 N MEADE ST,WI,GENERAL ACUTE CARE,OPEN,OUTAGAMIE,160,Outagamie
RIVER FALLS AREA HSPTL,1629 E DIVISION ST,WI,GENERAL ACUTE CARE,OPEN,ST. CROIX,25,St. Croix
SSM HEALTH ST MARYS JANESVILLE HOSPITAL,3400 EAST RACINE STREET,WI,GENERAL ACUTE CARE,OPEN,ROCK,50,Rock
HUDSON HOSPITAL,405 STAGELINE ROAD,WI,GENERAL ACUTE CARE,OPEN,ST. CROIX,25,St. Croix
REEDSBURG AREA MED CTR,2000 N DEWEY AVE,WI,GENERAL ACUTE CARE,OPEN,SAUK,25,Sauk
WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WI,GENERAL ACUTE CARE,OPEN,WAUKESHA,400,Waukesha
PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,1322 WEST 6TH STREET,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,125,Los Angeles
KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,262,Orange
OCHSNER LSU HEALTH MONROE,4864 JACKSON STREET,LA,GENERAL ACUTE CARE,OPEN,OUACHITA,244,Ouachita
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,131,Los Angeles
MASONICARE HEALTH CENTER,22 MASONIC AVE,CT,CHRONIC DISEASE,OPEN,NEW HAVEN,65,New Haven
SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO ROAD NW,DC,GENERAL ACUTE CARE,OPEN,DISTRICT OF COLUMBIA,318,District Of Columbia
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,831 S STATE RD 434,FL,REHABILITATION,OPEN,SEMINOLE,50,Seminole
PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,FL,PSYCHIATRIC,OPEN,LEE,114,Lee
"HACIENDA CHILDREN'S HOSPITAL, INC",610 WEST JEROME AVE,AZ,CHILDREN,OPEN,MARICOPA,24,Maricopa
ASCENSION EAGLE RIVER MEM HSPTL,201 HOSPITAL RD,WI,GENERAL ACUTE CARE,OPEN,VILAS,25,Vilas
SELECT SPECIALITY HOSPITAL OF FORT MYERS,3050 CHAMPION RING RD,FL,LONG TERM CARE,OPEN,LEE,60,Lee
MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,IA,CRITICAL ACCESS,OPEN,CHICKASAW,18,Chickasaw
CLARKE COUNTY PUBLIC HOSPITAL,800 SOUTH FILLMORE,IA,CRITICAL ACCESS,OPEN,CLARKE,25,Clarke
MEMORIAL HEALTH CENTER CLINICS,143 S GIBSON ST,WI,GENERAL ACUTE CARE,CLOSED,TAYLOR,124,Taylor
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,FL,GENERAL ACUTE CARE,OPEN,MIAMI-DADE,525,Miami-Dade
MERCY HOSPITAL,3663 S MIAMI AVE,FL,GENERAL ACUTE CARE,OPEN,MIAMI-DADE,488,Miami-Dade
VARIETY CHILDRENS HOSPITAL,5959 NW 7TH ST,FL,GENERAL ACUTE CARE,OPEN,MIAMI-DADE,146,Miami-Dade
PHYSICIANS REGIONAL - COLLIER BOULEVARD,8300 COLLIER BLVD,FL,GENERAL ACUTE CARE,OPEN,COLLIER,100,Collier
GRINNELL GENERAL HOSPITAL,210 FOURTH AVENUE,IA,GENERAL ACUTE CARE,OPEN,POWESHIEK,49,Poweshiek
ORANGE CITY MUNICIPAL HOSPITAL,403 N CENTRAL AVE,IA,GENERAL ACUTE CARE,CLOSED,SIOUX,104,Sioux
UNITY POINT HEALTH TRINITY,4500 UTICA RIDGE ROAD,IA,GENERAL ACUTE CARE,OPEN,SCOTT,139,Scott
GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,IA,GENERAL ACUTE CARE,OPEN,DES MOINES,213,Des Moines
BOONE COUNTY HOSPITAL,1015 UNION,IA,CRITICAL ACCESS,OPEN,BOONE,42,Boone
KNOXVILLE AREA COMMUNITY HOSPITAL,1002 SOUTH LINCOLN,IA,CRITICAL ACCESS,OPEN,MARION,25,Marion
HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET,IA,CRITICAL ACCESS,OPEN,SIOUX,25,Sioux
EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,ID,GENERAL ACUTE CARE,OPEN,BONNEVILLE,289,Bonneville
VIBRA HOSPITAL OF FORT WAYNE,2626 FAIRFIELD AVE,IN,LONG TERM CARE,CLOSED,ALLEN,24,Allen
PORTER-PORTAGE HOSPITAL CAMPUS-ER,3630 WILLOWCREEK RD,IN,GENERAL ACUTE CARE,OPEN,PORTER,-999,Porter
MEMORIAL HSPTL LAFAYETTE CTY,"800 CLAY ST, PO BOX 70",WI,GENERAL ACUTE CARE,OPEN,LAFAYETTE,25,Lafayette
MEMORIAL MEDICAL CENTER - ASHLAND,1615 MAPLE LN,WI,GENERAL ACUTE CARE,OPEN,ASHLAND,35,Ashland
MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,WI,GENERAL ACUTE CARE,OPEN,ROCK,240,Rock
MERCY WALWORTH HOSPITAL & MEDICAL CENTER,N2950 STATE ROAD 67,WI,GENERAL ACUTE CARE,OPEN,WALWORTH,25,Walworth
MILE BLUFF MEDICAL CENTER INC,1050 DIVISION ST,WI,GENERAL ACUTE CARE,OPEN,JUNEAU,40,Juneau
MILWAUKEE CTY BEHAVIORAL HLTH DIV,9455 W WATERTOWN PLANK RD,WI,PSYCHIATRIC,OPEN,MILWAUKEE,144,Milwaukee
GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,KS,CRITICAL ACCESS,OPEN,SHERMAN,25,Sherman
SHERIDAN COUNTY HOSPITAL,826 18TH STREET,KS,CRITICAL ACCESS,OPEN,SHERIDAN,53,Sheridan
HOLY FAMILY HOSPITAL AND MEDICAL CENTER,70 EAST STREET,MA,GENERAL ACUTE CARE,OPEN,ESSEX,223,Essex
MCLEAN SOUTHEAST,23 ISAAC STREET,MA,PSYCHIATRIC,OPEN,PLYMOUTH,30,Plymouth
CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,AR,GENERAL ACUTE CARE,OPEN,YELL,41,Yell
CHICOT MEMORIAL MEDICAL CENTER,2729 HIGHWAY 65 AND 82 SOUTH,AR,CRITICAL ACCESS,OPEN,CHICOT,25,Chicot
FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,AR,GENERAL ACUTE CARE,OPEN,ST. FRANCIS,118,St. Francis
DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,AR,GENERAL ACUTE CARE,OPEN,DREW,49,Drew
THE SURGICAL HOSPITAL OF JONESBORO,909 ENTERPRISE DRIVE,AR,GENERAL ACUTE CARE,CLOSED,CRAIGHEAD,12,Craighead
DE WITT HOSPITAL & NURSING HOME,1641 SOUTH WHITEHEAD DRIVE,AR,CRITICAL ACCESS,OPEN,ARKANSAS,25,Arkansas
HODGEMAN COUNTY HEALTH CENTER,809 BRAMLEY,KS,CRITICAL ACCESS,OPEN,HODGEMAN,38,Hodgeman
BAPTIST HEALTH MEDICAL CENTER - FORT SMITH,1001 TOWSON AVE,AR,GENERAL ACUTE CARE,OPEN,SEBASTIAN,476,Sebastian
MEDICAL CENTER OF SOUTH ARKANSAS,700 WEST GROVE STREET,AR,GENERAL ACUTE CARE,OPEN,UNION,166,Union
MCGEHEE-DESHA COUNTY HOSPITAL,900 SOUTH THIRD STREET,AR,CRITICAL ACCESS,OPEN,DESHA,25,Desha
CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,AR,GENERAL ACUTE CARE,OPEN,FAULKNER,146,Faulkner
CONWAY REGIONAL REHABILITATION HOSPITAL,2210 ROBINSON STREET,AR,REHABILITATION,OPEN,FAULKNER,26,Faulkner
LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,AR,CRITICAL ACCESS,OPEN,LAWRENCE,25,Lawrence
MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,AR,GENERAL ACUTE CARE,OPEN,COLUMBIA,70,Columbia
ST. VINCENT MEDICAL CENTER - NORTH,2215 WILDWOOD AVENUE,AR,GENERAL ACUTE CARE,OPEN,PULASKI,69,Pulaski
ST. VINCENT REHABILITATION HOSPITAL,2201 WILDWOOD AVENUE,AR,REHABILITATION,OPEN,PULASKI,60,Pulaski
ARKANSAS HEART HOSPITAL,1701 SOUTH SHACKLEFORD ROAD,AR,GENERAL ACUTE CARE,OPEN,PULASKI,112,Pulaski
THE BRIDGEWAY,21 BRIDGEWAY ROAD,AR,PSYCHIATRIC,OPEN,PULASKI,100,Pulaski
NORTHWEST MEDICAL CENTER,609 WEST MAPLE AVENUE,AR,GENERAL ACUTE CARE,OPEN,WASHINGTON,222,Washington
CUMBERLAND COUNTY HOSPITAL,299 GLASGOW ROAD,KY,CRITICAL ACCESS,OPEN,CUMBERLAND,25,Cumberland
NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,AR,GENERAL ACUTE CARE,OPEN,PULASKI,113,Pulaski
ARKANSAS DEPARTMENT OF CORRECTION - OUACHITA RIVER UNIT INPATIENT CARE FACILITY,100 WALCO LANE,AR,GENERAL ACUTE CARE,OPEN,HOT SPRING,28,Hot Spring
PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM,11501 FINANCIAL CENTRE PARKWAY,AR,PSYCHIATRIC,OPEN,PULASKI,127,Pulaski
MEMORIAL HOSPITAL INC,210 MARIE LANGDON DRIVE,KY,GENERAL ACUTE CARE,OPEN,CLAY,49,Clay
THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,KY,CRITICAL ACCESS,OPEN,ALLEN,25,Allen
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,CO,GENERAL ACUTE CARE,OPEN,DENVER,368,Denver
PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,CO,GENERAL ACUTE CARE,CLOSED,DOUGLAS,170,Douglas
HEALTHSOUTH REHABILITATION HOSPITAL OF JONESBORO,1201 FLEMING AVENUE,AR,REHABILITATION,OPEN,CRAIGHEAD,80,Craighead
REGENCY HOSPITAL OF SPRINGDALE,609 WEST MAPLE AVENUE,AR,SPECIAL,OPEN,WASHINGTON,25,Washington
MCDOWELL ARH HOSPITAL,9879 KENTUCKY ROUTE 122,KY,CRITICAL ACCESS,OPEN,FLOYD,25,Floyd
ARH OUR LADY OF THE WAY,11203 MAIN STREET,KY,CRITICAL ACCESS,OPEN,FLOYD,25,Floyd
THE MEDICAL CENTER AT CAVERNA,1501 S. DIXIE STREET,KY,CRITICAL ACCESS,OPEN,HART,25,Hart
WHITTIER PAVILION,76 SUMMER STREET,MA,PSYCHIATRIC,OPEN,ESSEX,10,Essex
VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,1400 STATE STREET,MA,LONG TERM CARE,OPEN,HAMPDEN,127,Hampden
UNIVERITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,301 HOSPITAL DRIVE,MD,GENERAL ACUTE CARE,OPEN,ANNE ARUNDEL,293,Anne Arundel
EASTERN SHORE HOSPITAL CENTER,POST OFFICE BOX 800,MD,PSYCHIATRIC,OPEN,DORCHESTER,80,Dorchester
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,501 SOUTH UNION AVENUE,MD,GENERAL ACUTE CARE,OPEN,HARFORD,85,Harford
ADVENTIST HEALTHCARE BEHAVIORAL HEALTH & WELLNESS,14901 BROSCHART ROAD,MD,PSYCHIATRIC,OPEN,MONTGOMERY,107,Montgomery
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS ROAD,MD,GENERAL ACUTE CARE,OPEN,PRINCE GEORGE'S,192,Prince George'S
DOROTHEA DIX PSYCHIATRIC CENTER,656 STATE STREET,ME,PSYCHIATRIC,OPEN,PENOBSCOT,100,Penobscot
KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,16 KIDSPEACE WAY,ME,GENERAL ACUTE CARE,CLOSED,HANCOCK,-999,Hancock
PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ME,GENERAL ACUTE CARE,OPEN,KNOX,109,Knox
HAYES GREEN BEACH MEMORIAL HOSPITAL,321 E HARRIS STREET,MI,CRITICAL ACCESS,OPEN,EATON,25,Eaton
MCKENZIE MEMORIAL HOSPITAL,120 DELAWARE STREET,MI,CRITICAL ACCESS,OPEN,SANILAC,25,Sanilac
MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MI,CRITICAL ACCESS,OPEN,SANILAC,25,Sanilac
KALKASKA MEMORIAL HEALTH CENTER,419 S CORAL,MI,CRITICAL ACCESS,OPEN,KALKASKA,8,Kalkaska
SCHOOLCRAFT MEMORIAL HOSPITAL,7870W US HWY 2,MI,CRITICAL ACCESS,OPEN,SCHOOLCRAFT,12,Schoolcraft
SPARROW IONIA HOSPITAL,3565 S STATE ROAD,MI,CRITICAL ACCESS,OPEN,IONIA,22,Ionia
PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MI,GENERAL ACUTE CARE,OPEN,MONROE,217,Monroe
SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,MI,GENERAL ACUTE CARE,OPEN,MONTCALM,49,Montcalm
MCLAREN ORTHOPEDIC HOSPITAL,2727 S PENNSYLVANIA,MI,GENERAL ACUTE CARE,OPEN,INGHAM,53,Ingham
PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,MI,CRITICAL ACCESS,OPEN,LENAWEE,25,Lenawee
HENRY FORD MACOMB HOSPITAL-MT CLEMENS CAMPUS,215 NORTH AVE.,MI,GENERAL ACUTE CARE,OPEN,MACOMB,36,Macomb
EATON RAPIDS MEDICAL CENTER,1500 S MAIN STREET,MI,GENERAL ACUTE CARE,OPEN,EATON,20,Eaton
MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,MI,GENERAL ACUTE CARE,OPEN,GRATIOT,67,Gratiot
MERCY HEALTH MUSKEGON SHERMAN BLVD,1500 E SHERMAN BOULEVARD,MI,GENERAL ACUTE CARE,OPEN,MUSKEGON,196,Muskegon
LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,MI,GENERAL ACUTE CARE,OPEN,ST. CLAIR,144,St. Clair
ST VINCENT HEALTH CARE,1233 NORTH 30TH STREET,MT,GENERAL ACUTE CARE,OPEN,YELLOWSTONE,286,Yellowstone
BEAUMONT HOSPITAL TRENTON,5450 FORT STREET,MI,GENERAL ACUTE CARE,OPEN,WAYNE,193,Wayne
GARDEN CITY HOSPITAL,6245 INKSTER RD,MI,GENERAL ACUTE CARE,OPEN,WAYNE,323,Wayne
MUNSON HEALTHCARE CADILLAC,400 HOBART ST,MI,GENERAL ACUTE CARE,OPEN,WEXFORD,49,Wexford
ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,MI,GENERAL ACUTE CARE,OPEN,GOGEBIC,25,Gogebic
MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,14700 LAKESHORE DRIVE,MI,GENERAL ACUTE CARE,OPEN,CHARLEVOIX,25,Charlevoix
SCHOOLCRAFT MEMORIAL HOSPITAL,500 MAIN ST,MI,GENERAL ACUTE CARE,CLOSED,SCHOOLCRAFT,25,Schoolcraft
SPECTRUM HEALTH BLODGETT CAMPUS,1840 WEALTHY ST SE,MI,GENERAL ACUTE CARE,OPEN,KENT,319,Kent
ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,MI,GENERAL ACUTE CARE,OPEN,WAYNE,273,Wayne
HENRY FORD MEDICAL CENTER COTTAGE,159 KERCHEVAL AVENUE,MI,GENERAL ACUTE CARE,OPEN,WAYNE,4,Wayne
VIBRA OF SOUTHEASTERN MICHIGAN,26400 W OUTER DRIVE,MI,LONG TERM CARE,OPEN,WAYNE,192,Wayne
REHABILITATION INSTITUTE OF MICHIGAN,261 MACK BLVD,MI,REHABILITATION,OPEN,WAYNE,74,Wayne
ROGERS CITY REHABILITATION HOSPITAL,555 N BRADLEY HIGHWAY,MI,REHABILITATION,CLOSED,PRESQUE ISLE,28,Presque Isle
SOUTHEAST MICHIGAN SURGICAL HOSPITAL,21230 DEQUINDRE ROAD,MI,SPECIAL,OPEN,MACOMB,20,Macomb
APPLETON MUNICIPAL HOSPITAL,30 SOUTH BEHL STREET,MN,CRITICAL ACCESS,OPEN,SWIFT,15,Swift
CENTRACARE HEALTH SYSTEM-LONG,50 CENTER CARE DRIVE,MN,CRITICAL ACCESS,OPEN,TODD,34,Todd
ESSENTIA HEALTH SANDSTONE,705 LUNDRORFF DR,MN,CRITICAL ACCESS,CLOSED,PINE,30,Pine
LAKEWOOD HEALTH CENTER,600 SOUTH MAIN,MN,CRITICAL ACCESS,OPEN,LAKE OF THE WOODS,15,Lake Of The Woods
RENVILLE COUNTY HOSP & CLINICS,100 HEALTHY WAY,MN,CRITICAL ACCESS,OPEN,RENVILLE,16,Renville
HENRY FORD ALLEGIANCE SPECIALTY HOSPITAL,110 N ELM AVENUE,MI,LONG TERM CARE,OPEN,JACKSON,64,Jackson
COX MEDICAL CENTERS MEYER ORTHOPEDIC,3535 S. NATIONAL AVE.,MO,REHABILITATION,OPEN,GREENE,86,Greene
LIBERTY HOSPITAL,2525 GLENN HENDREN,MO,GENERAL ACUTE CARE,OPEN,CLAY,226,Clay
MERCY HOSPITAL CARTHAGE,3125 DR RUSSELL SMITH WAY,MO,CRITICAL ACCESS,OPEN,JASPER,25,Jasper
TRUMAN MEDICAL CENTER - HOSPITAL HILL,2301 HOLMES STREET,MO,GENERAL ACUTE CARE,OPEN,JACKSON,199,Jackson
MOSAIC LIFE CARE AT ST. JOSEPH,5325 FARAON STREET,MO,GENERAL ACUTE CARE,OPEN,BUCHANAN,352,Buchanan
CENTER FOR BEHAVIORAL MEDICINE,1000 EAST 24TH STREET,MO,PSYCHIATRIC,OPEN,JACKSON,65,Jackson
SELECT SPECIALTY HOSPITAL-ST. LOUIS,300 1ST CAPITOL DRIVE,MO,LONG TERM CARE,OPEN,ST. CHARLES,33,St. Charles
MISSOURI BAPTIST HOSPITAL OF SULLIVAN,751 SAPPINGTON BRIDGE ROAD,MO,CRITICAL ACCESS,OPEN,CRAWFORD,35,Crawford
SAINT LUKE'S NORTHLAND HOSPITAL - SMITHVILLE,601 SOUTH 169 HIGHWAY,MO,GENERAL ACUTE CARE,OPEN,CLAY,64,Clay
RIMROCK FOUNDATION,1231 N 29TH ST,MT,REHABILITATION,OPEN,YELLOWSTONE,-999,Yellowstone
I-70 COMMUNITY HOSPITAL,105 HOSPITAL DRIVE,MO,CRITICAL ACCESS,OPEN,SALINE,15,Saline
SSM HEALTH ST. LOUIS UNIVERSITY HOSPITAL,3635 VISTA,MO,GENERAL ACUTE CARE,OPEN,ST. LOUIS CITY,344,St. Louis City
LAKELAND BEHAVIORAL HEALTH SYSTEM,440 SOUTH MARKET,MO,PSYCHIATRIC,OPEN,GREENE,122,Greene
MERCY HOSPITAL JEFFERSON,1400 HIGHWAY 61 SOUTH,MO,GENERAL ACUTE CARE,OPEN,JEFFERSON,251,Jefferson
MOUNDVIEW MEM HSPTL AND CLINICS,402 W LAKE ST,WI,GENERAL ACUTE CARE,OPEN,ADAMS,25,Adams
MERCY HOSPITAL LINCOLN,1000 EAST CHERRY,MO,CRITICAL ACCESS,OPEN,LINCOLN,25,Lincoln
NORTH CENTRAL HEALTH CARE,1100 LAKEVIEW DR,WI,PSYCHIATRIC,OPEN,MARATHON,16,Marathon
"RUSK REHAB CENTER, A JV OF HEALTHSOUTH & UNIV.",315 BUSINESS LOOP 70 WEST,MO,REHABILITATION,OPEN,BOONE,60,Boone
CITIZENS MEMORIAL HOSPITAL,1500 NORTH OAKLAND AVE,MO,GENERAL ACUTE CARE,OPEN,POLK,86,Polk
CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,MO,CRITICAL ACCESS,OPEN,CARROLL,25,Carroll
BOTHWELL REGIONAL HEALTH CENTER,601 EAST 14TH STREET,MO,GENERAL ACUTE CARE,OPEN,PETTIS,145,Pettis
HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,MO,CRITICAL ACCESS,OPEN,HARRISON,19,Harrison
WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,MO,GENERAL ACUTE CARE,OPEN,JOHNSON,75,Johnson
COX MONETT HOSPITAL,801 NORTH LINCOLN AVENUE,MO,CRITICAL ACCESS,OPEN,BARRY,25,Barry
NORWOOD HLTH CTR,1600 N CHESTNUT AVE,WI,PSYCHIATRIC,OPEN,WOOD,16,Wood
BARNES-JEWISH HOSPITAL - PSYCHIATRIC SUPPORT CENTER,5355 DELMAR BLVD,MO,PSYCHIATRIC,OPEN,ST. LOUIS CITY,50,St. Louis City
KINDRED HOSPITAL - ST. LOUIS,4930 LINDELL BOULEVARD,MO,GENERAL ACUTE CARE,OPEN,ST. LOUIS CITY,60,St. Louis City
OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,WI,GENERAL ACUTE CARE,OPEN,EAU CLAIRE,13,Eau Claire
OCONOMOWOC MEM HSPTL,791 E SUMMIT AVE,WI,GENERAL ACUTE CARE,OPEN,WAUKESHA,156,Waukesha
ORTHOPAEDIC HSPTL OF WI,475 W RIVER WOODS PKWY,WI,GENERAL ACUTE CARE,OPEN,MILWAUKEE,30,Milwaukee
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,VA,GENERAL ACUTE CARE,OPEN,HANOVER,225,Hanover
CHOCTAW COUNTY MEDICAL CENTER,148 WEST CHERRY STREET,MS,GENERAL ACUTE CARE,CLOSED,CHOCTAW,25,Choctaw
MADISON COUNTY MEDICAL CENTER,1421 EAST PEACE STREET,MS,GENERAL ACUTE CARE,CLOSED,MADISON,67,Madison
FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,155 MEMORIAL DRIVE,NC,GENERAL ACUTE CARE,OPEN,MOORE,372,Moore
CARRINGTON HEALTH CENTER,800 4TH ST N,ND,CRITICAL ACCESS,OPEN,FOSTER,25,Foster
ALTRU HOSPITAL,1200 S COLUMBIA RD,ND,GENERAL ACUTE CARE,OPEN,GRAND FORKS,257,Grand Forks
NOVANT HEALTH REHABILITATION HOSPITAL,2475 HILLCREST CENTER CIRCLE,NC,REHABILITATION,OPEN,FORSYTH,68,Forsyth
ASCENSION SETON HIGHLAND LAKES,3201 S WATER STREET,TX,CRITICAL ACCESS,OPEN,BURNET,25,Burnet
OSU JAMES CANCER HOSPITAL & SOLOVE RESEARCH INSTITUTE,300 WEST TENTH AVENUE,OH,GENERAL ACUTE CARE,OPEN,FRANKLIN,306,Franklin
METROPOLITANO PSIQUIATRICO DE CABO ROJO,108 MUNOZ RIVERA STREET,PR,PSYCHIATRIC,OPEN,CABO ROJO,43,Cabo Rojo
HAMPTON BEHAVIORAL HEALTH CENTER,650 RANCOCAS ROAD,NJ,PSYCHIATRIC,OPEN,BURLINGTON,110,Burlington
JEFFERSON CHERRY HILL HOSPITAL,2201 CHAPEL AVE WEST,NJ,GENERAL ACUTE CARE,OPEN,CAMDEN,196,Camden
BACHARACH INSTITUTE FOR REHABILITATION,61 WEST JIMMIE LEEDS ROAD,NJ,REHABILITATION,OPEN,ATLANTIC,80,Atlantic
