FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B25010_001E,B25010_001M,B25010_002E,B25010_002M,B25010_003E,B25010_003M,B01001_001E,B01001_001M,B01001_calc_PopDensity,created_user,created_date,last_edited_user,last_edited_date,B01001_calc_PopDensityM,SHAPE_Length,SHAPE_Area
626,00424232,17061,1406415355,8423898,Greene County,Illinois,2.58,0.09,2.61,0.1,2.5,0.21,13218,,9.39836155301362,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.84524336384374,0.147855997316985
627,00424233,17063,1082842942,32125973,Grundy County,Illinois,2.59,0.04,2.68,0.05,2.36,0.09,50509,,46.644806962227,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.38755870081559,0.119842635276243
628,00424234,17065,1125696542,3172088,Hamilton County,Illinois,2.4,0.11,2.48,0.14,2.09,0.27,8221,,7.30303389348068,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.3630369784927,0.115919264457988
629,00424235,17067,2055722033,53564033,Hancock County,Illinois,2.4,0.06,2.42,0.07,2.33,0.18,18112,,8.8105296870163,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.02165645710283,0.223767843748494
630,00424236,17069,459650851,10640803,Hardin County,Illinois,2.71,0.23,2.79,0.26,2.41,0.58,4009,,8.72183743656334,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,0.97679136496577,0.0479316301060455
631,00424237,17071,981059027,42557504,Henderson County,Illinois,2.28,0.1,2.31,0.12,2.18,0.22,6884,,7.01690704691921,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.55099642147273,0.109257348201482
632,00424238,17073,2131558653,6855644,Henry County,Illinois,2.43,0.04,2.52,0.05,2.12,0.14,49464,,23.2055542691182,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.96694978439127,0.230084443929764
633,00424239,17075,2894067723,4209399,Iroquois County,Illinois,2.35,0.05,2.39,0.06,2.24,0.12,28169,,9.73335895913311,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.22928492544525,0.309027745035324
634,00424240,17077,1512739198,47416092,Jackson County,Illinois,2.28,0.05,2.43,0.07,2.13,0.09,58551,,38.7052838172043,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.83385865772705,0.159572529355453
635,00424241,17079,1281043664,9334509,Jasper County,Illinois,2.61,0.13,2.63,0.14,2.47,0.45,9598,,7.49232853627384,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.47246320267274,0.134197564970406
636,00424242,17081,1479418967,32683606,Jefferson County,Illinois,2.34,0.03,2.44,0.04,2.08,0.09,38169,,25.7999936808976,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59086047818539,0.155731879130883
637,00424243,17083,956445338,20311971,Jersey County,Illinois,2.43,0.07,2.51,0.09,2.12,0.2,22069,,23.0739793725671,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.65064096216021,0.101688389617827
638,00424244,17085,1556339128,45776829,Jo Daviess County,Illinois,2.22,0.06,2.25,0.06,2.11,0.16,21834,,14.029076058801,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.95887273114257,0.1750911349167
639,00424245,17087,890762652,12789863,Johnson County,Illinois,2.38,0.09,2.42,0.1,2.17,0.26,12602,,14.1474274563546,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.30195595556866,0.0920182340049864
640,00424246,17089,1345134059,12490587,Kane County,Illinois,2.95,0.02,2.95,0.02,2.95,0.05,530839,,394.636502174836,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59339749637513,0.147388694485878
641,00424247,17091,1752121058,12440760,Kankakee County,Illinois,2.63,0.04,2.69,0.05,2.52,0.08,111061,,63.3866019091016,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.03377834666921,0.189243871713077
642,00424248,17093,829468028,5136619,Kendall County,Illinois,3.08,0.04,3.07,0.05,3.08,0.2,124626,,150.248105765446,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.21120943873976,0.0901243941667703
643,00424249,17095,1855569287,8837382,Knox County,Illinois,2.25,0.04,2.32,0.06,2.11,0.09,50999,,27.4842876292983,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.78539182489294,0.199337376282128
644,01784796,17097,1149803084,2394144252,Lake County,Illinois,2.8,0.01,2.86,0.02,2.64,0.04,703619,,611.94739324599,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.54814451319533,0.13304289020481
645,00422247,17099,2940116335,33701591,LaSalle County,Illinois,2.4,0.03,2.45,0.04,2.27,0.09,110401,,37.5498747058932,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.54722564117879,0.319926930754008
646,00424252,17101,963936864,5077783,Lawrence County,Illinois,2.25,0.07,2.25,0.09,2.22,0.18,16189,,16.7946684109801,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.40305886698945,0.10037245835189
647,00424253,17103,1877336056,10634483,Lee County,Illinois,2.28,0.05,2.37,0.06,2.05,0.12,34527,,18.3914861112112,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.0695648281624,0.20435766526128
648,00424254,17105,2702980759,5975818,Livingston County,Illinois,2.37,0.04,2.42,0.05,2.24,0.12,36324,,13.4384974362298,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.36237418514194,0.289460774696795
649,00424255,17107,1600795502,2252736,Logan County,Illinois,2.3,0.04,2.38,0.06,2.1,0.1,29207,,18.2453036402897,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.72492554525509,0.169372916523115
650,01784729,17109,1526558588,2012555,McDonough County,Illinois,2.42,0.08,2.58,0.1,2.1,0.15,30875,,20.2252309493411,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.62620383967251,0.162285930270905
651,01784815,17111,1562818741,19869602,McHenry County,Illinois,2.74,0.02,2.78,0.02,2.56,0.07,307789,,196.944784398385,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.69707502368098,0.172855662606441
652,01784833,17113,3064559693,7853695,McLean County,Illinois,2.51,0.03,2.66,0.04,2.23,0.06,173219,,56.5232912237484,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.55704994238567,0.326359344125098
653,00424256,17115,1503684098,13406667,Macon County,Illinois,2.33,0.03,2.4,0.04,2.17,0.07,106512,,70.8340270018603,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.74562344744868,0.159681024957786
654,00424257,17117,2234952036,12252472,Macoupin County,Illinois,2.39,0.04,2.44,0.05,2.2,0.11,45719,,20.4563674135153,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.95142053888157,0.234527677842019
655,00424258,17119,1854559319,63450780,Madison County,Illinois,2.42,0.02,2.5,0.03,2.24,0.06,265670,,143.252360427733,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.10912426895577,0.198972777760966
656,00424259,17121,1482641176,9301714,Marion County,Illinois,2.35,0.04,2.38,0.05,2.24,0.1,38084,,25.6865926944956,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.59253263071042,0.154389089205865
657,00424260,17123,1001866831,30364348,Marshall County,Illinois,2.35,0.06,2.4,0.07,2.13,0.22,11794,,11.7720236213709,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.71305612885746,0.110530249800311
658,00424261,17125,1396795583,62748510,Mason County,Illinois,2.25,0.06,2.23,0.06,2.31,0.17,13778,,9.86400599177725,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.58484964924446,0.154468320907461
659,01784730,17127,614391204,11903726,Massac County,Illinois,2.35,0.08,2.4,0.1,2.19,0.18,14430,,23.4866643696286,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.20496337235719,0.0635815953113905
660,00424266,17129,814394259,2640418,Menard County,Illinois,2.35,0.06,2.36,0.06,2.32,0.17,12367,,15.1855196218911,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.55333897099497,0.0862040207052478
661,01784750,17131,1453497670,19409929,Mercer County,Illinois,2.33,0.06,2.41,0.07,2.06,0.16,15693,,10.7967149338464,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.77852803733822,0.158125454461986
662,01784865,17133,997908512,33784324,Monroe County,Illinois,2.52,0.04,2.65,0.06,1.84,0.16,33936,,34.007125494887,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.56943740514121,0.10622270702879
663,01784866,17135,1822450014,15512963,Montgomery County,Illinois,2.27,0.05,2.27,0.08,2.28,0.15,29009,,15.9175833505193,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.17343698014047,0.191736702654795
664,00424270,17137,1473180230,9059958,Morgan County,Illinois,2.22,0.04,2.32,0.07,2.01,0.1,34426,,23.3684917153687,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.01196859919786,0.155690804871481
665,01784885,17139,870123798,22102741,Moultrie County,Illinois,2.43,0.05,2.52,0.07,2.1,0.17,14703,,16.8975955304236,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.36597984343593,0.0936183182503531
666,01784894,17141,1964742119,11425028,Ogle County,Illinois,2.43,0.04,2.49,0.05,2.25,0.11,51328,,26.1245481041169,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.17225731790516,0.214884563186693
667,01784920,17143,1602352656,30706564,Peoria County,Illinois,2.43,0.03,2.52,0.04,2.27,0.06,184463,,115.120101251918,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.86551320654835,0.174229512225109
668,01784940,17145,1144157907,13416186,Perry County,Illinois,2.25,0.05,2.31,0.08,2.09,0.18,21384,,18.6897279380511,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60836999939746,0.118870383292882
669,00424275,17147,1137399517,755574,Piatt County,Illinois,2.44,0.06,2.48,0.08,2.25,0.25,16427,,14.4425944925032,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.47879629587515,0.120055646269117
670,01784941,17149,2153325386,45283711,Pike County,Illinois,2.34,0.06,2.37,0.07,2.22,0.18,15754,,7.31612607292227,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.31877474036577,0.230630546697731
671,00424277,17151,955109665,14328524,Pope County,Illinois,2.44,0.18,2.49,0.2,2.13,0.39,4249,,4.44870380408097,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.60860922466592,0.0986674618208136
672,01784966,17153,515887463,10473575,Pulaski County,Illinois,2.57,0.15,2.63,0.16,2.41,0.3,5611,,10.8764030964637,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.46735386753197,0.0534389997050163
673,00424279,17155,414659150,31195045,Putnam County,Illinois,2.4,0.11,2.39,0.14,2.42,0.32,5746,,13.857164372232,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.04837508292296,0.0478645104595237
674,01784967,17157,1490060417,56152454,Randolph County,Illinois,2.39,0.04,2.41,0.05,2.35,0.13,32546,,21.8420673609505,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.98645725459521,0.158711932892352
675,00424281,17159,932537547,4874777,Richland County,Illinois,2.4,0.07,2.5,0.1,2.15,0.17,15881,,17.0298772967262,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.4670643945285,0.0970888623273959
676,00424282,17161,1106960127,61870420,Rock Island County,Illinois,2.33,0.02,2.41,0.03,2.16,0.06,145275,,131.237789380647,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.55511936552537,0.125979165929708
677,01784987,17163,1703509128,42001352,St. Clair County,Illinois,2.52,0.03,2.59,0.04,2.39,0.06,263463,,154.658989300115,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89993051056726,0.180186322382638
678,00424283,17165,983905217,18001305,Saline County,Illinois,2.37,0.06,2.42,0.08,2.25,0.17,24231,,24.627372211606,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.28215091799732,0.102431334990797
679,01785010,17167,2248877362,22577724,Sangamon County,Illinois,2.31,0.02,2.38,0.03,2.17,0.05,197661,,87.8931876588475,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.48566066759559,0.238733229059784
680,01785037,17169,1132511778,10511618,Schuyler County,Illinois,2.18,0.1,2.22,0.11,2.04,0.26,7064,,6.23746272420665,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.01807041013807,0.120826595042883
681,00424286,17171,649861225,4812707,Scott County,Illinois,2.55,0.11,2.46,0.13,2.86,0.31,5047,,7.76627348400422,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.15595062140199,0.06869527504853
682,01785051,17173,1964543080,24746071,Shelby County,Illinois,2.35,0.05,2.37,0.06,2.26,0.17,21832,,11.1130166715407,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.21413136928304,0.207990682516692
683,00424288,17175,745984521,708705,Stark County,Illinois,2.35,0.08,2.38,0.11,2.25,0.34,5500,,7.3728071363025,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.21278340727497,0.0800272968173795
684,01785076,17177,1462219648,1350223,Stephenson County,Illinois,2.28,0.04,2.33,0.05,2.16,0.1,45433,,31.0712553084227,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.66005702558188,0.159914558285933
685,01785094,17179,1674222062,29832978,Tazewell County,Illinois,2.4,0.02,2.51,0.03,2.05,0.07,133852,,79.9487732470222,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05966755843269,0.181053026547376
686,01785113,17181,1070856127,22502069,Union County,Illinois,2.5,0.08,2.57,0.1,2.24,0.17,17127,,15.9937451616224,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.55559685147703,0.111365124749693
687,01785114,17183,2326560311,7531159,Vermilion County,Illinois,2.43,0.04,2.47,0.04,2.33,0.07,78407,,33.7008241863712,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.11056964836186,0.246823836951691
688,00424293,17185,578264185,10973558,Wabash County,Illinois,2.35,0.15,2.47,0.19,1.96,0.21,11573,,20.0133439009369,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.75774163289209,0.0608058968018029
689,01785134,17187,1404747944,1674135,Warren County,Illinois,2.42,0.08,2.51,0.09,2.13,0.19,17338,,12.3424277458846,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.56030656936875,0.150185259086382
690,01785150,17189,1457059688,3456567,Washington County,Illinois,2.33,0.06,2.39,0.07,2.09,0.17,14155,,9.71477017487838,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.06458411664454,0.150524398471637
691,00424296,17191,1848948304,4224962,Wayne County,Illinois,2.32,0.07,2.32,0.08,2.32,0.16,16487,,8.91696104446628,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.79687705758363,0.191193783686013
692,00424297,17193,1281491812,18346746,White County,Illinois,2.24,0.08,2.28,0.09,2.13,0.21,14025,,10.9442759358029,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.964056122316,0.133486182732532
693,01785167,17195,1772158753,31836569,Whiteside County,Illinois,2.37,0.03,2.44,0.04,2.15,0.1,56396,,31.8233340577022,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.98229717144213,0.195298270508128
694,01785190,17197,2164927644,34548925,Will County,Illinois,2.98,0.02,3.06,0.02,2.65,0.05,688697,,318.115481553711,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.49741615681286,0.236984430623783
695,01785215,17199,1088263100,62602559,Williamson County,Illinois,2.41,0.04,2.51,0.05,2.18,0.09,67299,,61.8407442097412,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.41641904276523,0.117624506999779
696,01785216,17201,1329234270,15455847,Winnebago County,Illinois,2.46,0.02,2.52,0.03,2.35,0.05,286174,,215.292372803479,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.61361083498663,0.14688971379486
697,01785231,17203,1366946108,38461366,Woodford County,Illinois,2.59,0.03,2.66,0.04,2.27,0.16,38817,,28.3968766382412,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.85820457815362,0.149941766791408
698,00450401,18001,878079470,2429954,Adams County,Indiana,2.78,0.06,2.99,0.09,2.05,0.17,35195,,40.0817935078245,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.23919375267233,0.0938816647880531
699,00450402,18003,1702451607,7002354,Allen County,Indiana,2.54,0.02,2.67,0.03,2.27,0.05,370016,,217.343035466382,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.76249541007559,0.183205012456072
700,00451683,18005,1053901037,6782908,Bartholomew County,Indiana,2.56,0.04,2.61,0.05,2.43,0.1,81893,,77.7046393588471,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.41908374197365,0.110611758380824
701,00450403,18007,1052616452,236033,Benton County,Indiana,2.51,0.09,2.52,0.1,2.5,0.2,8667,,8.23376832419108,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.38331212013301,0.112026254960972
702,00450404,18009,427559450,1298757,Blackford County,Indiana,2.29,0.06,2.38,0.08,2.02,0.2,12129,,28.3679848498261,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,0.866113688124536,0.0455427324994874
703,00450405,18011,1095336916,877155,Boone County,Indiana,2.58,0.04,2.74,0.05,2.07,0.11,64321,,58.7225711654915,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.42088689253619,0.115698884579308
704,00451684,18013,808043858,12025993,Brown County,Indiana,2.44,0.08,2.45,0.1,2.41,0.28,15034,,18.6054257465812,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.18245926325131,0.0855080160614429
705,00450406,18015,964054632,7239102,Carroll County,Indiana,2.52,0.08,2.56,0.08,2.37,0.22,19994,,20.7394885479893,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.46599130067165,0.103312615981348
706,00450339,18017,1067476806,6973611,Cass County,Indiana,2.52,0.04,2.52,0.07,2.51,0.15,38084,,35.6766533810759,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.53022580691592,0.114586823249336
707,00450340,18019,965665969,9204756,Clark County,Indiana,2.57,0.04,2.65,0.05,2.4,0.08,115702,,119.815757947664,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.76078481579596,0.10064367607642
708,00450341,18021,926201724,7026279,Clay County,Indiana,2.45,0.07,2.46,0.08,2.44,0.16,26268,,28.3609923403684,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.47222996982599,0.0975761085630718
709,00450342,18023,1049119215,461117,Clinton County,Indiana,2.64,0.05,2.71,0.08,2.45,0.17,32301,,30.7886840105202,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.41042987563103,0.111180840396585
710,00451674,18025,791534791,8041751,Crawford County,Indiana,2.68,0.14,2.67,0.14,2.7,0.45,10581,,13.3677004729411,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.86780021200589,0.0823395023156692
711,00450343,18027,1112374406,19124393,Daviess County,Indiana,2.83,0.05,2.98,0.07,2.43,0.18,32937,,29.6096348696466,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.19791775366118,0.117174699708777
